Protein A;Gene A;Protein B;Gene B;Score;PMID
Q63009;PRMT1;Q5XIF4;SUMO3;0.126;22082260 
Q63046;RUNX1;Q5XIF4;SUMO3;0.126;22082260 
Q63413;DDX39B;Q5XIF4;SUMO3;0.126;22082260 
Q63429;UBC;Q5XIF4;SUMO3;0.126;22082260 
Q63663;GBP2;Q5XIF4;SUMO3;0.126;22082260 
Q66H80;ARCN1;Q5XIF4;SUMO3;0.126;22082260 
Q66HC5;NUP93;Q5XIF4;SUMO3;0.126;22082260 
Q68FQ0;CCT5;Q5XIF4;SUMO3;0.126;22082260 
Q68FR6;EEF1G;Q5XIF4;SUMO3;0.126;22082260 
Q6AXQ0;SAE1;Q5XIF4;SUMO3;0.126;22082260 
Q6AY09;HNRNPH2;Q5XIF4;SUMO3;0.126;22082260 
Q6AYD3;PA2G4;Q5XIF4;SUMO3;0.126;22082260 
Q6AYK8;EIF3D;Q5XIF4;SUMO3;0.126;22082260 
Q6AZ28;PIAS2;Q5XIF4;SUMO3;0.126;22082260 
Q6IFW6;KRT10;Q5XIF4;SUMO3;0.126;22082260 
Q6IMF3;KRT1;Q5XIF4;SUMO3;0.126;22082260 
Q6IMY8;HNRNPU;Q5XIF4;SUMO3;0.126;22082260 
Q6NYB7;RAB1A;Q5XIF4;SUMO3;0.126;22082260 
Q6P502;CCT3;Q5XIF4;SUMO3;0.126;22082260 
Q6P6Q2;KRT5;Q5XIF4;SUMO3;0.126;22082260 
Q6P7B0;WARS;Q5XIF4;SUMO3;0.126;22082260 
Q794E4;HNRNPF;Q5XIF4;SUMO3;0.126;22082260 
Q8K586;RASL2-9;Q5XIF4;SUMO3;0.126;22082260 
Q8R515;ZHX1;Q5XIF4;SUMO3;0.126;22082260 
Q9ER34;ACO2;Q5XIF4;SUMO3;0.126;22082260 
Q9QXQ0;ACTN4;Q5XIF4;SUMO3;0.126;22082260 
Q9QZ86;NOP58;Q5XIF4;SUMO3;0.126;22082260 
Q9Z2L0;VDAC1;Q5XIF4;SUMO3;0.126;22082260 
Q9WV48;SHANK1;Q5XIG5;GKAP1;0.21;19345194 
Q9Z214;HOMER1;Q5XIG5;GKAP1;0.21;19345194 
Q5XIV0;FAM46C;Q4KMA2;RAD23B;0.236;20178748 
Q4KM74;SEC22B;Q08851;STX5;0.126;11927603 
Q08849;STX3;O70377;SNAP23;0.21;23380067 
Q08850;STX4;O70377;SNAP23;0.507;23380067 18692471 
Q62753;STXBP2;Q08849;STX3;0.523;7768895 
Q08850;STX4;P61765;STXBP1;0.309;7768895 
Q08850;STX4;P63025;VAMP3;0.21;23380067 
Q08850;STX4;Q08850;STX4;0.065;7768895 
Q9WUF4;VAMP8;Q08850;STX4;0.21;23380067 
Q62896;BET1;Q08851;STX5;0.126;11927603 
Q63714;GOLGB1;Q08851;STX5;0.126;11927603 
Q9JI51;VTI1A;Q08851;STX5;0.126;11927603 
Q9Z0W5;PACSIN1;Q08877;DNM3;0.309;21926968 
P97879;GRIP1;P34900;SDC2;0.309;15458844 
Q9JI92;SDCBP;P34900;SDC2;0.309;15458844 
P68370;TUBA1A;P34926;MAP1A;0.309;7908909 
Q62696;DLG1;P34926;MAP1A;0.376;9786987 
P37090;SCNN1B;P37089;SCNN1A;0.309;12136275 
P37091;SCNN1G;P37089;SCNN1A;0.126;12136275 
P37091;SCNN1G;P37090;SCNN1B;0.21;12136275 
Q62940;NEDD4;P37091;SCNN1G;0.523;8665844 11805112 
Q6IRE4;TSG101;P37091;SCNN1G;0.309;14556380 
P37136;ACHE;P37136;ACHE;0.236;15526038 
P35439;GRIN1;P35234;PTPN5;0.21;11931747 
P35234;PTPN5;P31016;DLG4;0.21;27457929 
Q63787;PIK3R1;Q56B11;PELP1;0.21;18571832 
Q62844;FYN;P35234;PTPN5;0.21;27457929 
Q00959;GRIN2A;P35234;PTPN5;0.21;27457929 
Q8CGM3;GRIN2A;Q460M5;LRFN2;0.21;16495444 
Q62936;DLG3;Q460M5;LRFN2;0.376;16495444 
Q62696;DLG1;Q460M5;LRFN2;0.21;16495444 
Q460M5;LRFN2;P35439;GRIN1;0.376;16495444 
P37377;SNCA;D3ZBN0;HIST1H1B;0.126;16854843 
P37377;SNCA;O88600;HSPA4;0.126;16854843 
P37377;SNCA;P09117;ALDOC;0.126;16854843 
P37377;SNCA;P0DP29;CALM1 {ECO:0000312|RGD:2257};0.126;16854843 
P37377;SNCA;P0DP30;CALM2 {ECO:0000312|RGD:2258};0.126;16854843 
P37377;SNCA;P0DP31;CALM3 {ECO:0000312|RGD:2259};0.126;16854843 
P37377;SNCA;P11345;RAF1;0.21;10407019 
P37377;SNCA;P11442;CLTC;0.126;16854843 
P37377;SNCA;P13471;RPS14;0.126;16854843 
P37377;SNCA;P15865;HIST1H1E;0.126;16854843 
P37377;SNCA;P15999;ATP5A1;0.126;16854843 
P37377;SNCA;P16638;ACLY;0.126;16854843 
P37377;SNCA;P18266;GSK3B;0.126;16854843 
P37377;SNCA;P18418;CALR;0.126;16854843 
P37377;SNCA;P20280;RPL21;0.126;16854843 
P37377;SNCA;P23977;SLC6A3;0.21;17873367 
P37377;SNCA;P24049;RPL17;0.126;16854843 
P37377;SNCA;P24368;PPIB;0.126;16854843 
P37377;SNCA;P27952;RPS2;0.126;16854843 
P37377;SNCA;P34058;HSP90AB1;0.126;16854843 
P37377;SNCA;P35213;YWHAB;0.376;10407019 
P37377;SNCA;P35565;CANX;0.126;16854843 
P37377;SNCA;P37285;KLC1;0.21;16176937 
P38650;DYNC1H1;P37377;SNCA;0.126;16854843 
P52296;KPNB1;P37377;SNCA;0.126;16854843 
P54311;GNB1;P37377;SNCA;0.126;16854843 
P62083;RPS7;P37377;SNCA;0.126;16854843 
P62243;RPS8;P37377;SNCA;0.126;16854843 
P62268;RPS23;P37377;SNCA;0.126;16854843 
P62271;RPS18;P37377;SNCA;0.126;16854843 
P62282;RPS11;P37377;SNCA;0.126;16854843 
P62630;EEF1A1;P37377;SNCA;0.126;16854843 
P62755;RPS6;P37377;SNCA;0.126;16854843 
P62890;RPL30;P37377;SNCA;0.126;16854843 
P62909;RPS3;P37377;SNCA;0.126;16854843 
P62914;RPL11;P37377;SNCA;0.126;16854843 
P63018;HSPA8;P37377;SNCA;0.126;16854843 
P63036;DNAJA1;P37377;SNCA;0.126;16854843 
P63039;HSPD1;P37377;SNCA;0.126;16854843 
P63159;HMGB1;P37377;SNCA;0.126;16854843 
P63170;DYNLL1;P37377;SNCA;0.21;16176937 
P63319;PRKCG;P37377;SNCA;0.21;10407019 
P63331;PPP2CA;P37377;SNCA;0.21;16030137 
P68035;ACTC1;P37377;SNCA;0.126;16854843 
P68101;EIF2S1;P37377;SNCA;0.126;16854843 
P68136;ACTA1;P37377;SNCA;0.126;16854843 
P82995;HSP90AA1;P37377;SNCA;0.126;16854843 
P84100;RPL19;P37377;SNCA;0.126;16854843 
Q01986;MAP2K1;P37377;SNCA;0.21;10407019 
Q05175;BASP1;P37377;SNCA;0.126;16854843 
Q3T1J1;EIF5A;P37377;SNCA;0.126;16854843 
Q4G009;MCTS1;P37377;SNCA;0.126;16854843 
Q4KM65;NUDT21;P37377;SNCA;0.126;16854843 
Q4QQS3;OSCP1;P37377;SNCA;0.126;16854843 
Q4V7C7;ACTR3;P37377;SNCA;0.126;16854843 
Q5M7U6;ACTR2;P37377;SNCA;0.126;16854843 
Q62625;MAP1LC3B;P37377;SNCA;0.126;16854843 
Q62634;SLC17A7;P37377;SNCA;0.126;16306404 
Q62785;PDAP1;P37377;SNCA;0.126;16854843 
Q66HD0;HSP90B1;P37377;SNCA;0.126;16854843 
Q6AYT3;RTCB;P37377;SNCA;0.126;16854843 
Q6P502;CCT3;P37377;SNCA;0.126;16854843 
Q6PDU1;SRSF2;P37377;SNCA;0.126;16854843 
Q6URK4;HNRNPA3;P37377;SNCA;0.126;16854843 
Q7TPB1;CCT4;P37377;SNCA;0.126;16854843 
Q8VHV7;HNRNPH1;P37377;SNCA;0.126;16854843 
Q9QXU8;DYNC1LI1;P37377;SNCA;0.126;16854843 
Q9QY44;ABCD2;P37377;SNCA;0.126;16854843 
Q9WVC0;SEPT7;P37377;SNCA;0.126;16854843 
P35213;YWHAB;B4F7C2;TUBB4A;0.21;21112954 
P52873;PC;P21708;MAPK3;0.126;19935650 
Q02294;CACNA1B;P50232;SYT4;0.21;9830048 
Q498R3;DNAJC10;P97554;DNAJB9;0.126;22665516 
Q9JHU6;STMN3;Q499S5;MMP11;0.21;16401721 
Q498R3;DNAJC10;Q498R3;DNAJC10;0.155;22665516 
Q62753;STXBP2;P50279;STX2;0.332;7768895 
Q9ET75;SIX3;Q62599;MTA1;0.21;17666527 
Q62600;NOS3;P51638;CAV3;0.21;17054951 
Q62623;CDC20;P62260;YWHAE;0.126;19167333 
Q62623;CDC20;P83888;TUBG1;0.126;19167333 
Q62625;MAP1LC3B;P68370;TUBA1A;0.309;7908909 
Q62627;PAWR;O88764;DAPK3;0.772;10580117 10602480 
Q62627;PAWR;Q62627;PAWR;0.332;16229834 
Q62638;GLG1;P13109;FGF2;0.309;7768993 
Q63622;DLG2;Q62640;GRID1;0.21;10234023 
Q62940;NEDD4;Q62645;GRIN2D;0.21;23639431 
Q62651;ECH1;P21708;MAPK3;0.126;19935650 
Q62656;PTPRZ1;P31016;DLG4;0.21;17646177 
Q63622;DLG2;Q62656;PTPRZ1;0.21;17646177 
Q62667;MVP;Q62667;MVP;0.332;18044992 
Q63429;UBC;Q62668;SLC14A2;0.21;18784257 
Q62689;JAK2;P15127;INSR;0.21;8912646 
Q62689;JAK2;P25095;AGTR1;0.21;9814969 
Q62689;JAK2;P35570;IRS1;0.21;12960006 
Q62689;JAK2;P41499;PTPN11;0.376;8912646 
Q62689;JAK2;Q62689;JAK2;0.332;12960006 
Q62771;STAT5A;Q62689;JAK2;0.21;12538627 
Q63746;NFKBIA;Q62689;JAK2;0.309;11493922 
Q62696;DLG1;O88954;MPP3;0.21;12351654 
Q62696;DLG1;P51638;CAV3;0.376;15277200 
Q62696;DLG1;P97836;DLGAP1;0.309;9115257 
Q62696;DLG1;P97837;DLGAP2;0.309;9115257 
Q62696;DLG1;P97838;DLGAP3;0.309;9115257 
Q62915;CASK;Q62696;DLG1;0.309;12351654 
Q63622;DLG2;Q62696;DLG1;0.21;12351654 
Q62717;CADPS;Q62717;CADPS;0.332;1516133 
Q62725;NFYC;Q01714;SP1;0.309;11022037 
Q62733;TMPO;P70615;LMNB1;0.21;9305626 
Q62753;STXBP2;P32851;STX1A;0.539;7768895 
Q62764;YBX3;P21708;MAPK3;0.126;19935650 
Q62765;NLGN1;O35412;SIPA1L1;0.309;15458844 
Q62765;NLGN1;Q4L1J4;MAGI1;0.309;15458844 
Q62936;DLG3;Q62765;NLGN1;0.309;15458844 
Q63373;NRXN1;Q62765;NLGN1;0.309;20543817 
Q63622;DLG2;Q62765;NLGN1;0.309;15458844 
Q9EP80;PICK1;Q62765;NLGN1;0.309;15458844 
Q9JK71;MAGI3;Q62765;NLGN1;0.309;15458844 
Q9JLU4;SHANK3;Q62765;NLGN1;0.309;15458844 
Q9WV48;SHANK1;Q62765;NLGN1;0.309;15458844 
Q62799;ERBB3;Q05695;L1CAM;0.21;22815787 
Q62824;EXOC4;O88382;MAGI2;0.309;10080919 
Q62839;GOLGA2;O08561;PI4KB;0.126;23258225 
Q62931;GOSR1;Q62839;GOLGA2;0.236;18323777 11927603 
Q99M64;PI4K2A;Q62839;GOLGA2;0.126;23258225 
Q63429;UBC;Q62844;FYN;0.21;14531861 
Q63767;BCAR1;Q62844;FYN;0.454;11181827 
Q62848;ARFGAP1;O88600;HSPA4;0.21;21499258 
Q62848;ARFGAP1;P23514;COPB1;0.309;21499258 
Q62848;ARFGAP1;P84092;AP2M1;0.21;21499258 
Q62848;ARFGAP1;Q4AEF8;COPG1;0.21;21499258 
Q62848;ARFGAP1;Q4QRB4;TUBB3;0.21;21499258 
Q9Z2F5;CTBP1;Q62848;ARFGAP1;0.309;21499258 
Q9JHX4;CASP8;Q62881;NOL3;0.21;19001025 
Q62888;NLGN2;O35412;SIPA1L1;0.309;15458844 
Q62888;NLGN2;O88382;MAGI2;0.309;15458844 
Q62888;NLGN2;P31016;DLG4;0.309;15458844 
Q62888;NLGN2;Q4L1J4;MAGI1;0.309;15458844 
Q62936;DLG3;Q62888;NLGN2;0.309;15458844 
Q63373;NRXN1;Q62888;NLGN2;0.309;20543817 
Q63622;DLG2;Q62888;NLGN2;0.309;15458844 
Q9EP80;PICK1;Q62888;NLGN2;0.309;15458844 
Q9JK71;MAGI3;Q62888;NLGN2;0.309;15458844 
Q9JLU4;SHANK3;Q62888;NLGN2;0.309;15458844 
Q9WV48;SHANK1;Q62888;NLGN2;0.309;15458844 
Q62889;NLGN3;O35430;APBA1;0.309;11036064 
Q62889;NLGN3;O35431;APBA2;0.309;11036064 
Q62902;LMAN1;P21708;MAPK3;0.126;19935650 
Q62921;RBCK1;P09217;PRKCZ;0.21;9514928 
Q62924;AKAP11;P12368;PRKAR2A;0.21;22940692 
Q62924;AKAP11;P24587;AKAP5;0.21;22940692 
Q62925;MAP3K1;P62255;UBE2G1;0.033;25260751 
Q62925;MAP3K1;Q62925;MAP3K1;0.332;11784851 
Q62927;CNGA1;O88900;GRB14;0.21;20890309 
Q62931;GOSR1;Q62896;BET1;0.126;11927603 
Q63714;GOLGB1;Q62931;GOSR1;0.126;11927603 
Q62936;DLG3;P15385;KCNA4;0.309;11931740 
Q62936;DLG3;P97837;DLGAP2;0.309;9115257 
Q62936;DLG3;P97838;DLGAP3;0.309;9115257 
Q62936;DLG3;P97839;DLGAP4;0.309;9115257 
Q9QUH6;SYNGAP1;Q62936;DLG3;0.21;16427633 
Q62940;NEDD4;O88943;KCNQ2;0.21;17322297 
Q62940;NEDD4;P35213;YWHAB;0.21;15677482 
Q62940;NEDD4;P37089;SCNN1A;0.569;8665844 
Q62940;NEDD4;P61983;YWHAG;0.21;15677482 
Q62940;NEDD4;P62260;YWHAE;0.21;15677482 
Q62940;NEDD4;P68255;YWHAQ;0.21;15677482 
Q62940;NEDD4;P68511;YWHAH;0.21;15677482 
Q62950;CRMP1;P21708;MAPK3;0.126;19935650 
Q62956;ERBB4;Q62956;ERBB4;0.332;17646177 
Q9EP80;PICK1;Q62962;ASIC2;0.033;11739374 
Q62976;KCNMA1;D3ZD23;ABCE1;0.21;17610306 
Q62976;KCNMA1;D3ZZM9;CCSAP;0.21;17610306 
Q62976;KCNMA1;D4AE02;FAM98B;0.21;17610306 
Q62976;KCNMA1;F1LXV3;MST4;0.21;17610306 
Q62976;KCNMA1;O35824;DNAJA2;0.21;17610306 
Q62976;KCNMA1;P02650;APOE;0.21;17610306 
Q62976;KCNMA1;P04256;HNRNPA1;0.21;17610306 
Q62976;KCNMA1;P04642;LDHA;0.21;17610306 
Q62976;KCNMA1;P04797;GAPDH;0.21;17610306 
Q62976;KCNMA1;P05765;RPS21;0.21;17610306 
Q62976;KCNMA1;P09117;ALDOC;0.21;17610306 
Q62976;KCNMA1;P09951;SYN1;0.21;17610306 
Q62976;KCNMA1;P13471;RPS14;0.21;17610306 
Q62976;KCNMA1;P17074;RPS19;0.21;17610306 
Q62976;KCNMA1;P31000;VIM;0.21;17610306 
Q62976;KCNMA1;P41135;ID1;0.21;17610306 
Q62976;KCNMA1;P47198;RPL22;0.21;17610306 
Q62976;KCNMA1;P47860;PFKP;0.21;17610306 
Q62976;KCNMA1;P49911;ANP32A;0.21;17610306 
Q62976;KCNMA1;P60825;CIRBP;0.21;17610306 
Q62976;KCNMA1;P60868;RPS20;0.21;17610306 
Q62976;KCNMA1;P62083;RPS7;0.21;17610306 
Q62976;KCNMA1;P62161;CALM3;0.21;17610306 
Q62976;KCNMA1;P63324;RPS12;0.21;17610306 
Q62976;KCNMA1;P86252;PURA;0.21;17610306 
Q62976;KCNMA1;Q568Z9;PHYHIP;0.21;17610306 
Q62976;KCNMA1;Q5U2Z3;NAP1L4;0.21;17610306 
Q62976;KCNMA1;Q62905;Q62905;0.21;17610306 
Q63537;SYN2;Q62976;KCNMA1;0.21;17610306 
Q63560;MAP6;Q62976;KCNMA1;0.21;17610306 
Q641Y8;DDX1;Q62976;KCNMA1;0.21;17610306 
Q64LC9;RBM4B;Q62976;KCNMA1;0.21;17610306 
Q6AXS5;SERBP1;Q62976;KCNMA1;0.21;17610306 
Q6AY09;HNRNPH2;Q62976;KCNMA1;0.21;17610306 
Q6AYD3;PA2G4;Q62976;KCNMA1;0.21;17610306 
Q6P9V9;TUBA1B;Q62976;KCNMA1;0.21;17610306 
Q8K4R8;SLC34A3;Q62976;KCNMA1;0.21;17610306 
Q8VIP3;TUBB4A;Q62976;KCNMA1;0.21;17610306 
Q99MY2;NUDT4;Q62976;KCNMA1;0.21;17610306 
Q62985;SH2B1;P35739;NTRK1;0.376;22028877 
Q62985;SH2B1;Q62689;JAK2;0.21;17565041 
Q62986;ESR2;Q5VJS5;DYX1C1;0.126;19423554 
Q63429;UBC;Q62986;ESR2;0.21;21808025 
Q63009;PRMT1;O70467;PRMT3;0.309;10749851 
Q63073;BTG1;Q63009;PRMT1;0.21;23827678 
Q63053;ARC;P97887;PSEN1;0.126;22036569 
Q63065;PDK1;P67999;RPS6KB1;0.033;17446865 
Q63089;SLC22A1;O35956;SLC22A6;0.21;21896487 
Q63100;DYNC1I1;P28023;DCTN1;0.21;21911489 
Q6AYH5;DCTN2;Q63100;DYNC1I1;0.21;21911489 
Q63120;ABCC2;P21708;MAPK3;0.126;19935650 
Q63155;DCC;Q63155;DCC;0.236;18585357 
Q63187;TCEB3;P62870;TCEB2;0.21;19037258 
Q63187;TCEB3;P83941;TCEB1;0.21;19037258 
Q63226;GRID2;P31016;DLG4;0.21;10234023 
Q63226;GRID2;Q62696;DLG1;0.21;10234023 
Q63226;GRID2;Q63226;GRID2;0.332;17715062 
Q63237;FGFR2;P13596;NCAM1;0.309;16709412 
Q63259;PTPRN;O54960;NOS1AP;0.21;11043403 
Q63279;KRT19;P11530;DMD;0.454;15247274 
Q63337;GRM7;P97879;GRIP1;0.126;11891216 
Q9JI92;SDCBP;Q63337;GRM7;0.126;11891216 
Q63369;NFKB1;P05696;PRKCA;0.033;16642037 
Q63373;NRXN1;O35889;MLLT4;0.309;9707552 
Q63373;NRXN1;Q62915;CASK;0.309;8786425 
Q63374;NRXN2;O35889;MLLT4;0.309;9707552 
Q63374;NRXN2;O88382;MAGI2;0.21;19816407 
Q63374;NRXN2;P31016;DLG4;0.21;19816407 
Q63374;NRXN2;Q62888;NLGN2;0.21;19816407 
Q63376;NRXN2;Q62915;CASK;0.309;8786425 
Q63398;EBF1;O08961;ZNF423;0.309;9151733 
Q63429;UBC;A0JPP7;DDI1;0.126;22871113 
Q63429;UBC;A1L134;AUP1;0.126;22871113 
Q63429;UBC;A4F267;TOMM40L;0.126;22871113 
Q63429;UBC;A7VJC2;HNRNPA2B1;0.126;22871113 
Q63429;UBC;B0BN93;PSMD13;0.126;22871113 
Q63429;UBC;B0BNM9;GLTP;0.126;22871113 
Q63429;UBC;B2GUZ1;USP4;0.126;22871113 
Q63429;UBC;B2GUZ5;CAPZA1;0.126;22871113 
Q63429;UBC;B2RYG6;OTUB1;0.126;22871113 
Q63429;UBC;B3GNI6;SEPT11;0.126;22871113 
Q63429;UBC;B4F7B7;DUSP15;0.126;22871113 
Q63429;UBC;B5DF89;CUL3;0.126;22871113 
Q63429;UBC;D3ZDK2;UBE2D1;0.126;22871113 
Q63429;UBC;D3ZQG6;TRIM2;0.126;22871113 
Q63429;UBC;D3ZTD8;SEMA5A;0.126;22871113 
Q63429;UBC;D4A612;ELOVL2;0.126;22871113 
Q63429;UBC;D4A631;ARFGEF1;0.126;22871113 
Q63429;UBC;O08629;TRIM28;0.126;22871113 
Q63429;UBC;O08651;PHGDH;0.126;22871113 
Q63429;UBC;O08697;ARL2;0.126;22871113 
Q63429;UBC;O08700;VPS45;0.126;22871113 
Q63429;UBC;O08835;SYT11;0.126;22871113 
Q63429;UBC;O08838;AMPH;0.126;22871113 
Q63429;UBC;O08839;BIN1;0.126;22871113 
Q63429;UBC;O08873;MADD;0.126;22871113 
Q63429;UBC;O35049;SMPD3;0.126;22871113 
Q63429;UBC;O35077;GPD1;0.126;22871113 
Q63429;UBC;O35095;NCDN;0.126;22871113 
Q63429;UBC;O35142;COPB2;0.126;22871113 
Q63429;UBC;O35303;DNM1L;0.126;22871113 
Q63429;UBC;O35550;RABEP1;0.126;22871113 
Q63429;UBC;O35763;MSN;0.126;22871113 
Q63429;UBC;O35814;STIP1;0.126;22871113 
Q63429;UBC;O35826;GNE;0.126;22871113 
Q63429;UBC;O54701;SLC24A2;0.126;22871113 
Q63429;UBC;O54783;CHKB;0.126;22871113 
Q63429;UBC;O54852;KCNH7;0.126;22871113 
Q63429;UBC;O54902;SLC11A2;0.126;22871113 
Q63429;UBC;O54975;XPNPEP1;0.126;22871113 
Q63429;UBC;O55081;RBL2;0.21;19533683 
Q63429;UBC;O55145;CX3CL1;0.126;22871113 
Q63429;UBC;O55166;VPS52;0.126;22871113 
Q63429;UBC;O70150;PNCK;0.126;22871113 
Q63429;UBC;O70257;STX7;0.126;22871113 
Q63429;UBC;O70511;ANK3;0.126;22871113 
Q63429;UBC;O70593;SGTA;0.126;22871113 
Q63429;UBC;O88339;EPN1;0.523;19536136 22871113 14657369 
Q63429;UBC;O88382;MAGI2;0.126;22871113 
Q63429;UBC;O88407;FAIM2;0.126;22871113 
Q63429;UBC;O88420;SCN8A;0.126;22871113 
Q63429;UBC;O88600;HSPA4;0.126;22871113 
Q63429;UBC;O88761;PSMD1;0.126;22871113 
Q63429;UBC;O88881;BEGAIN;0.126;22871113 
Q63429;UBC;O88917;LPHN1;0.126;22871113 
Q63429;UBC;O88989;MDH1;0.126;22871113 
Q63429;UBC;P00388;POR;0.126;22871113 
Q63429;UBC;P01946;HBA1;0.126;22871113 
Q63429;UBC;P02091;HBB;0.126;22871113 
Q63429;UBC;P02600;MYL1;0.126;22871113 
Q63429;UBC;P02650;APOE;0.126;22871113 
Q63429;UBC;P02683;NSG1;0.126;22871113 
Q63429;UBC;P02688;MBP;0.126;22871113 
Q63429;UBC;P04157;PTPRC;0.126;22871113 
Q63429;UBC;P04642;LDHA;0.126;22871113 
Q63429;UBC;P04692;TPM1;0.126;22871113 
Q63429;UBC;P04764;ENO1;0.126;22871113 
Q63429;UBC;P04774;SCN1A;0.126;22871113 
Q63429;UBC;P04775;SCN2A;0.126;22871113 
Q63429;UBC;P04797;GAPDH;0.126;22871113 
Q63429;UBC;P05065;ALDOA;0.126;22871113 
Q63429;UBC;P05197;EEF2;0.126;22871113 
Q63429;UBC;P05708;HK1;0.126;22871113 
Q63429;UBC;P05765;RPS21;0.126;22871113 
Q63429;UBC;P06214;ALAD;0.126;22871113 
Q63429;UBC;P06349;HIST1H1T;0.126;22871113 
Q63429;UBC;P06685;ATP1A1;0.126;22871113 
Q63429;UBC;P06686;ATP1A2;0.126;22871113 
Q63429;UBC;P06687;ATP1A3;0.126;22871113 
Q63429;UBC;P07308;SCD1;0.126;22871113 
Q63429;UBC;P07335;CKB;0.126;22871113 
Q63429;UBC;P07340;ATP1B1;0.126;22871113 
Q63429;UBC;P07722;MAG;0.126;22871113 
Q63429;UBC;P07936;GAP43;0.126;22871113 
Q63429;UBC;P08033;GJB1;0.126;22871113 
Q63429;UBC;P08081;CLTA;0.126;22871113 
Q63429;UBC;P08104;SCN3A;0.126;22871113 
Q63429;UBC;P08482;CHRM1;0.126;22871113 
Q63429;UBC;P08592;APP;0.126;22871113 
Q63429;UBC;P08644;KRAS;0.21;19533683 
Q63429;UBC;P09117;ALDOC;0.126;22871113 
Q63429;UBC;P09416;MYC;0.21;18779656 
Q63429;UBC;P09606;GLUL;0.126;22871113 
Q63429;UBC;P09951;SYN1;0.126;22871113 
Q63429;UBC;P0C0S7;H2AFZ;0.126;22871113 
Q63429;UBC;P0C6S7;ANKS1B;0.126;22871113 
Q63429;UBC;P0C6T3;PRR7;0.126;22871113 
Q63429;UBC;P0CC09;HIST2H2AA3;0.126;22871113 
Q63429;UBC;P0DP29;CALM1 {ECO:0000312|RGD:2257};0.126;22871113 
Q63429;UBC;P0DP30;CALM2 {ECO:0000312|RGD:2258};0.126;22871113 
Q63429;UBC;P0DP31;CALM3 {ECO:0000312|RGD:2259};0.126;22871113 
Q63429;UBC;P10111;PPIA;0.126;22871113 
Q63429;UBC;P10499;KCNA1;0.126;22871113 
Q63429;UBC;P10760;AHCY;0.126;22871113 
Q63429;UBC;P10824;GNAI1;0.126;22871113 
Q63429;UBC;P11030;DBI;0.126;22871113 
Q63429;UBC;P11232;TXN;0.126;22871113 
Q63429;UBC;P11275;CAMK2A;0.126;22871113 
Q63429;UBC;P11442;CLTC;0.126;22871113 
Q63429;UBC;P11505;ATP2B1;0.126;22871113 
Q63429;UBC;P11506;ATP2B2;0.126;22871113 
Q63429;UBC;P11730;CAMK2G;0.126;22871113 
Q63429;UBC;P11980;PKM;0.126;22871113 
Q63429;UBC;P12001;RPL18;0.126;22871113 
Q63429;UBC;P12369;PRKAR2B;0.126;22871113 
Q63429;UBC;P12785;FASN;0.126;22871113 
Q63429;UBC;P12839;NEFM;0.126;22871113 
Q63429;UBC;P13221;GOT1;0.126;22871113 
Q63429;UBC;P13233;CNP;0.126;22871113 
Q63429;UBC;P13286;PHKG1;0.126;22871113 
Q63429;UBC;P13596;NCAM1;0.126;22871113 
Q63429;UBC;P14668;ANXA5;0.126;22871113 
Q63429;UBC;P14842;HTR2A;0.126;22871113 
Q63429;UBC;P14925;PAM;0.126;22871113 
Q63429;UBC;P15146;MAP2;0.126;22871113 
Q63429;UBC;P15205;MAP1B;0.126;22871113 
Q63429;UBC;P15385;KCNA4;0.126;22871113 
Q63429;UBC;P15791;CAMK2D;0.126;22871113 
Q63429;UBC;P16086;SPTAN1;0.126;22871113 
Q63429;UBC;P16446;PITPNA;0.126;22871113 
Q63429;UBC;P16617;PGK1;0.126;22871113 
Q63429;UBC;P16970;ABCD3;0.126;22871113 
Q63429;UBC;P17077;RPL9;0.126;22871113 
Q63429;UBC;P17220;PSMA2;0.126;22871113 
Q63429;UBC;P18088;GAD1;0.21;20405034 
Q63429;UBC;P18420;PSMA1;0.126;22871113 
Q63429;UBC;P18445;RPL27A;0.126;22871113 
Q63429;UBC;P19491;GRIA2;0.126;22871113 
Q63429;UBC;P19492;GRIA3;0.126;22871113 
Q63429;UBC;P19527;NEFL;0.126;22871113 
Q63429;UBC;P19627;GNAZ;0.126;22871113 
Q63429;UBC;P19804;NME2;0.126;22871113 
Q63429;UBC;P21531;RPL3;0.126;22871113 
Q63429;UBC;P21533;RPL6;0.126;22871113 
Q63429;UBC;P21575;DNM1;0.126;22871113 
Q63429;UBC;P21707;SYT1;0.126;22871113 
Q63429;UBC;P21932;ADCY3;0.126;22871113 
Q63429;UBC;P22002;CACNA1C;0.126;22871113 
Q63429;UBC;P22199;NR3C2;0.126;22871113 
Q63429;UBC;P22462;KCNC2;0.126;22871113 
Q63429;UBC;P23347;SLC4A2;0.126;22871113 
Q63429;UBC;P23348;SLC4A3;0.126;22871113 
Q63429;UBC;P23978;SLC6A1;0.126;22871113 
Q63429;UBC;P24942;SLC1A3;0.126;22871113 
Q63429;UBC;P25113;PGAM1;0.126;22871113 
Q63429;UBC;P25286;ATP6V0A1;0.126;22871113 
Q63429;UBC;P26769;ADCY2;0.126;22871113 
Q63429;UBC;P27952;RPS2;0.126;22871113 
Q63429;UBC;P28023;DCTN1;0.126;22871113 
Q63429;UBC;P28075;PSMB5;0.126;22871113 
Q63429;UBC;P28480;TCP1;0.126;22871113 
